Age,City_Tier,Education,Sector,Marital_Status,Dependents,Income,Rent,Groceries,Transport,Healthcare,Entertainment,Loan_Repayment,Savings_Goal,Potential_Savings
49,2,Bachelor,Gov,Married,4,43627.03,6047.59,3553.96,2552.41,2169.88,900.37,0.0,5224.53,28402.82
31,2,,Healthcare,Married,1,51499.9,16361.86,4255.45,3818.14,3280.34,2075.33,0.0,5459.23,21708.78
55,3,HS,,Married,4,36391.31,9004.93,3130.15,2116.91,2459.26,266.17,4259.51,2973.33,15154.38
53,1,Bachelor,IT,Married,3,70968.92,19159.92,6339.64,4174.48,2713.34,1377.56,3282.02,14098.19,33921.95
35,3,Bachelor,Manufacturing,Married,1,25290.52,6081.34,2307.1,1229.54,420.28,1602.67,1903.06,2746.15,11746.51
29,2,Bachelor,Finance,Married,1,28347.16,5327.7,2430.49,2921.33,1135.82,284.38,0.0,3151.79,16247.44
53,3,HS,Retail,Married,2,27064.11,5434.4,3328.21,976.55,200.0,1234.52,2220.82,3313.25,13669.61
50,2,Bachelor,Manufacturing,Single,0,41207.33,4498.28,2616.55,2809.98,3098.62,1802.98,1709.16,2443.63,24671.76
26,3,PhD,Healthcare,Single,0,39426.57,7217.11,4035.24,722.01,2615.18,4483.21,0.0,1187.4,20353.82
30,1,Bachelor,Healthcare,Married,2,38145.02,6685.89,3142.6,2136.76,1744.24,1568.46,2654.02,3254.33,20213.06
41,2,HS,IT,Single,1,36352.59,4033.66,2954.4,1849.41,801.13,1485.41,0.0,5065.54,25228.58
42,3,HS,Retail,Single,3,18870.66,4847.36,2378.52,934.5,527.58,822.89,0.0,1706.91,9359.8
25,2,Bachelor,Retail,Single,2,29791.49,6122.58,3716.01,1278.87,1806.9,1465.08,0.0,2039.38,15402.05
63,2,HS,Manufacturing,Married,0,39303.48,11438.27,4273.97,1363.18,1558.83,436.89,6580.64,6206.81,13651.7
36,3,Master,Healthcare,Single,0,37737.86,10882.81,4856.98,1811.34,3312.78,3703.38,0.0,6123.6,13170.58
36,3,PhD,IT,Married,0,41115.0,13689.48,6243.37,2088.23,1875.18,2289.02,3371.91,4360.25,11557.81
20,1,Master,Healthcare,Single,0,48491.33,14026.08,5964.61,6031.05,938.67,2468.01,0.0,7074.02,19062.93
60,2,Bachelor,Gov,Single,1,37222.57,8902.74,3885.95,2239.8,1678.85,1350.11,0.0,2274.85,19165.12
29,1,Bachelor,Retail,Single,0,29037.28,6212.38,3720.93,2654.78,1428.28,1280.99,928.48,5164.86,12811.45
65,1,HS,IT,Married,3,65664.33,12363.26,4328.98,2821.38,2050.6,1239.24,5563.2,7994.07,37297.65
41,2,HS,Finance,Single,2,31626.91,9288.8,2610.31,2285.96,1997.24,2685.73,0.0,5374.56,12758.86
59,1,Bachelor,Gov,Single,0,49507.26,7988.07,4883.97,4447.51,3142.63,1238.26,0.0,4709.93,27806.83
26,2,HS,Healthcare,Single,1,26782.74,5845.79,2849.58,1599.41,1211.6,1552.96,3135.85,5738.53,10587.53
25,2,HS,Manufacturing,Married,3,23308.93,5262.36,1476.42,2082.65,839.84,1584.62,4073.77,775.66,7989.25
56,3,Master,Healthcare,Single,0,48232.37,10691.67,2556.32,1559.66,2555.25,4259.88,6116.86,6317.7,20492.72
57,2,Master,IT,Married,2,69882.87,8409.1,6428.03,6407.51,2489.48,4549.0,4421.88,8370.0,37177.86
44,1,Master,Gov,Married,0,57909.46,12648.89,6427.18,4039.46,2751.81,4499.39,6005.54,5382.33,21537.19
19,3,HS,Manufacturing,Married,0,19575.11,4025.3,2872.85,1121.96,1127.28,783.72,0.0,3400.19,9643.99
63,3,Master,Finance,Single,1,68572.64,19823.17,6750.15,6174.58,1688.97,278.39,0.0,8219.29,33857.39
36,2,Bachelor,IT,Married,2,41013.46,11756.41,4607.63,1985.25,2563.0,1806.56,7587.04,1726.99,10707.56
62,3,HS,IT,Single,0,43801.74,7460.19,4380.91,3178.86,1722.48,2420.17,453.91,5610.34,24185.22
59,2,Bachelor,Healthcare,Married,3,60623.64,17212.57,10578.83,3853.94,1925.45,2765.81,2332.53,7215.58,21954.51
58,2,Bachelor,Retail,Married,1,34247.6,6095.05,3873.86,2351.98,3056.82,2064.98,0.0,3346.69,16804.89
51,2,Bachelor,Healthcare,Single,0,40107.3,7619.64,2795.32,2993.11,2154.67,1570.15,0.0,7392.41,22974.42
50,1,Master,Finance,Married,0,67379.05,15136.44,7749.39,1876.07,200.0,5526.08,0.0,19247.7,36891.07
43,2,Bachelor,Retail,Married,0,41517.61,10614.77,4298.14,2900.06,1893.9,523.37,0.0,6191.46,21287.36
19,2,Master,Retail,Single,0,30972.36,4665.63,2823.33,3057.86,1041.13,2106.41,3799.82,1992.95,13478.18
36,3,HS,Healthcare,Single,2,29385.42,7373.8,2345.84,1485.95,918.73,2271.01,0.0,6223.54,14990.09
53,1,Bachelor,Healthcare,Single,1,50902.63,10374.53,5154.46,4411.19,2318.04,4529.15,0.0,5680.29,24115.26
56,1,Master,Finance,Single,0,66747.78,,5909.52,5789.1,945.32,2429.21,,6283.72,29456.67
44,2,Bachelor,Retail,Married,0,27849.13,4274.23,2449.85,1385.49,1088.54,1524.89,0.0,4293.51,17126.12
52,1,Master,IT,Married,1,73593.53,17735.55,8032.25,1945.25,831.6,5079.03,0.0,8038.22,39969.85
19,3,Bachelor,Retail,Single,1,23746.18,6449.31,2778.19,1645.42,827.4,111.68,0.0,3202.25,11934.18
40,3,HS,Manufacturing,Married,2,23649.89,3136.12,2258.59,1390.69,226.46,195.17,0.0,5634.7,16442.88
42,3,Bachelor,IT,Single,0,43839.3,6736.64,3749.88,3171.3,2356.71,2338.3,4904.79,4127.83,20581.67
60,3,Bachelor,IT,Married,1,36012.67,5843.18,3152.2,1645.81,200.0,2436.25,0.0,198.56,22735.23
32,1,HS,Gov,Single,0,28209.05,6946.42,3368.27,1773.75,1584.62,349.75,3489.73,1782.66,10696.49
29,1,Bachelor,Healthcare,Married,0,34471.38,8573.41,3596.7,1589.7,1149.03,2276.9,0.0,6284.19,17285.64
34,2,HS,Manufacturing,Married,4,26414.33,6036.98,2025.53,1840.94,757.55,0.0,0.0,4534.35,15753.33
26,3,HS,Gov,Single,2,25720.12,3406.39,953.25,1431.25,985.46,1233.65,0.0,189.95,17710.12
44,2,PhD,Manufacturing,Single,1,61046.72,13006.46,7797.81,2514.97,1973.67,2364.49,5326.31,4744.01,28063.0
48,1,Master,Retail,Single,0,46285.69,5266.48,3186.29,3566.49,,5317.2,0.0,3606.25,26658.17
56,2,Bachelor,Retail,Single,0,30815.11,7163.36,1927.96,1323.09,1397.83,655.88,0.0,2886.17,18347.0
64,1,Bachelor,Retail,Married,0,52117.28,13986.1,6121.32,3763.29,2997.13,3266.92,6414.6,10542.94,15567.92
21,2,Bachelor,IT,Married,1,35939.32,3160.01,1893.42,2414.72,1829.55,2938.42,0.0,6812.69,23703.2
29,1,HS,Gov,Married,0,30256.11,3692.36,2418.25,1831.38,1284.45,253.04,0.0,3726.45,20776.63
32,2,HS,Healthcare,Married,1,25673.84,4477.62,3203.27,1923.49,791.42,1012.38,0.0,2890.87,14265.66
29,2,Master,Manufacturing,Single,0,41195.36,7482.55,4677.76,1431.28,3062.92,3850.02,0.0,5911.1,20690.83
57,3,Bachelor,Retail,Married,3,30007.14,6571.69,2635.53,1955.67,2208.04,0.0,0.0,1592.85,16636.22
24,3,Bachelor,IT,Single,1,22298.58,7039.94,1974.57,1161.15,708.81,1191.47,0.0,4272.9,10222.64
19,1,HS,IT,Married,1,45160.94,10185.89,3424.12,1691.77,1829.92,1228.57,0.0,3181.15,26800.68
59,3,Master,Healthcare,Married,1,50051.3,7829.79,4390.58,4563.53,200.0,1700.88,0.0,1613.16,31366.52
64,3,HS,Healthcare,Married,0,42083.67,1359.66,3668.03,1887.53,2045.53,365.92,0.0,3287.89,32757.0
28,2,Bachelor,Healthcare,Single,1,37133.76,10739.77,3629.7,3262.38,1545.98,3512.82,5001.84,2845.12,9441.26
33,3,HS,Healthcare,Married,1,28446.79,5616.75,3573.87,3144.32,1250.55,1588.76,0.0,2894.19,13272.53
42,3,HS,Gov,Single,2,33092.69,9113.83,3723.12,5236.1,687.65,728.23,1148.21,1471.73,12455.54
43,1,Bachelor,IT,Single,4,62176.79,14146.0,6026.21,1575.11,2557.14,2090.4,0.0,7566.75,35781.92
65,2,Bachelor,Manufacturing,Married,2,37016.72,7567.85,3080.63,2522.73,2876.7,346.57,1350.57,787.25,19271.66
37,2,Bachelor,Finance,Single,2,32862.46,6018.43,4047.95,1486.48,1497.64,982.8,0.0,4896.85,18829.16
18,2,HS,Gov,Single,1,18290.22,4503.04,2417.58,1614.02,501.94,1006.14,0.0,2419.44,8247.5
38,3,PhD,Finance,Married,0,38985.7,10686.95,3930.71,2494.44,1404.53,710.94,2507.81,3644.75,17250.32
44,2,Bachelor,Manufacturing,Single,2,28044.22,7793.16,3194.78,2752.01,883.85,230.5,5873.18,1393.94,7316.73
42,2,Master,Gov,Married,2,48271.39,11907.48,1376.39,3489.77,2199.91,2805.63,0.0,5712.37,26492.21
42,3,,Healthcare,Married,0,32460.44,7018.44,2600.58,2186.15,1088.31,1161.95,2422.38,1854.89,15982.62
62,3,Master,IT,Single,3,65748.37,17561.86,3765.49,4590.37,4585.14,4821.48,0.0,10463.07,30424.04
56,2,Bachelor,Gov,Single,1,35654.42,6226.64,3736.77,1104.24,1739.12,2122.14,0.0,1732.53,20725.52
30,3,Bachelor,IT,Single,2,27225.0,7515.95,1756.9,1268.18,911.16,1162.35,3062.58,1027.91,11547.88
35,2,HS,Healthcare,Single,1,28292.43,4402.78,5321.03,2156.04,677.97,1425.5,2981.75,2999.21,11327.37
50,2,HS,Finance,Single,1,47500.54,12554.33,5829.36,3424.15,688.56,2273.95,0.0,5923.3,22730.19
37,2,Master,Healthcare,Single,2,41235.15,11317.3,4506.91,1869.52,2096.56,2701.3,0.0,6047.26,18743.57
38,3,Bachelor,Finance,Married,0,41014.11,9450.58,3457.5,2826.75,1623.18,705.28,0.0,5368.94,22950.83
26,2,Bachelor,Retail,Single,2,33475.15,7840.02,2903.11,948.83,2330.37,2552.19,0.0,5202.42,16900.62
30,2,Bachelor,Healthcare,Single,0,31373.6,7324.87,3377.76,2419.09,401.01,2201.94,1420.78,4664.79,14228.15
53,2,Master,Finance,Married,1,49882.69,10006.91,8044.04,4290.64,3434.55,2146.53,0.0,12945.91,21960.02
58,3,Bachelor,Retail,Single,1,40755.83,7387.38,5012.92,3340.28,2317.67,2605.34,0.0,8221.17,20092.23
55,1,Master,Retail,Married,3,55443.53,13415.26,6446.48,4832.48,1429.66,3752.2,6420.61,1631.52,19146.85
32,1,HS,Manufacturing,Married,0,26354.48,5769.2,2424.17,1184.57,1378.35,1184.55,4079.73,3660.22,10333.91
24,3,Master,Manufacturing,Married,1,22904.93,5365.13,930.94,2309.34,1215.25,1457.96,0.0,4053.17,11626.32
25,3,Bachelor,Manufacturing,Single,0,29314.3,7476.64,2540.75,1770.2,1790.26,1379.39,0.0,2718.81,14357.06
36,2,,Healthcare,Single,1,29206.54,8084.61,2494.7,2501.55,2642.69,1209.13,3347.98,4369.42,8925.87
42,2,HS,Retail,Single,2,21537.26,4315.33,2010.4,511.39,1267.9,1281.1,1345.43,4144.69,10805.7
60,2,Master,IT,Married,0,59861.05,10581.66,5841.08,4538.71,3095.05,5373.62,10833.12,5211.69,19597.81
61,2,Bachelor,Manufacturing,Single,1,48096.47,10439.41,4991.51,3815.24,2302.69,201.05,4459.55,1979.11,21887.02
18,2,HS,Retail,Married,2,20779.94,4332.29,1576.72,1372.35,1298.1,1735.3,3309.38,1143.54,7155.8
51,3,HS,Gov,Married,1,33732.39,4354.28,4282.51,1071.83,1235.1,1777.54,0.0,2269.55,21011.14
32,1,Bachelor,IT,Married,2,24069.84,4794.1,3552.87,1757.86,1298.48,1130.25,0.0,2983.85,11536.28
27,3,HS,IT,Single,0,28936.74,5104.7,2597.64,740.38,,1875.23,0.0,4712.11,17341.46
44,1,HS,Retail,Single,2,27938.52,5597.98,2894.78,506.25,1081.04,624.39,0.0,3511.11,17234.07
19,3,Bachelor,Gov,Single,3,12002.37,2844.94,807.21,741.26,400.36,0.0,1842.14,997.61,5366.46
34,1,HS,Retail,Married,2,27484.6,2434.16,1770.33,1802.66,770.22,0.0,0.0,4208.84,20707.23
44,1,HS,Healthcare,Single,1,42933.38,9908.23,5912.05,4661.57,1963.4,3282.91,0.0,6993.13,17205.22
31,1,Bachelor,Finance,Married,0,55583.88,14822.04,6991.68,3999.15,2452.42,2822.01,0.0,5178.06,24496.58
46,1,Bachelor,Gov,Married,0,54992.56,13472.9,5534.97,3930.42,2076.32,2943.11,0.0,8506.07,27034.83
40,2,Bachelor,Retail,Single,1,25357.17,4382.53,2828.63,1199.3,1078.21,2222.11,0.0,3371.85,13646.38
56,2,HS,Retail,Married,0,33384.66,11001.1,3805.26,2208.98,1665.67,1779.73,0.0,5514.94,12923.92
26,3,Bachelor,Retail,Married,1,19054.93,2974.64,1264.42,742.4,421.62,1514.6,0.0,1152.45,12137.24
20,2,Bachelor,Retail,Married,0,16264.91,3761.29,935.03,1240.43,861.84,433.92,0.0,2170.33,9032.4
43,2,Bachelor,IT,Married,0,58561.69,19104.26,2942.71,4914.58,2373.69,3455.4,6429.44,5281.77,19341.62
30,2,HS,IT,Single,2,40417.14,7752.93,4348.36,2693.84,2816.59,1287.68,0.0,7713.7,21517.74
51,3,HS,Finance,Married,2,36764.65,7580.44,4995.21,1576.75,998.71,1831.79,0.0,5257.78,19781.77
22,1,Bachelor,Gov,Single,0,34148.22,7769.61,3956.48,1990.01,1629.87,1054.06,6085.93,3287.65,11662.27
45,2,HS,Healthcare,Married,1,31987.7,8135.65,2525.25,2591.18,1656.45,2577.0,0.0,4152.89,14502.18
65,1,PhD,,Married,2,89859.88,33593.91,3567.92,4885.6,3350.43,2956.24,8244.97,12434.28,33260.81
22,1,PhD,Manufacturing,Single,1,47307.72,11245.22,5986.98,2390.01,2498.77,592.17,0.0,8414.05,24594.57
32,2,Bachelor,Manufacturing,Married,1,29234.55,6444.97,2972.98,1170.32,403.63,1903.21,0.0,3111.59,16339.44
58,1,Bachelor,Finance,Married,0,71321.15,17555.35,6934.99,5584.91,3944.34,3376.49,8913.42,11508.48,25011.65
43,1,Bachelor,Gov,Married,0,37301.79,4095.88,3988.56,2706.93,1472.35,2977.32,5311.83,2981.34,16748.92
26,3,HS,Manufacturing,Single,1,24713.61,7198.94,1940.97,1642.5,1485.37,1214.36,0.0,2726.36,11231.47
28,1,Bachelor,Retail,Married,1,39448.53,13992.7,3397.89,2753.28,1673.48,1096.12,0.0,2364.4,16535.06
54,2,PhD,IT,Married,2,85023.68,30633.99,7293.92,2872.51,2956.57,7642.79,7534.15,23257.41,26089.75
59,2,HS,Finance,Married,0,47121.61,11438.7,5437.03,2674.11,1561.32,2080.16,0.0,477.8,23930.3
35,3,Bachelor,Finance,Married,1,32558.9,5424.47,2527.35,1338.69,1889.23,1552.63,2902.53,5131.33,16924.0
40,3,Bachelor,Finance,Single,4,31739.9,5961.67,2755.26,1089.87,1703.42,13.78,1578.17,4638.81,18637.72
55,1,HS,Healthcare,Single,3,46928.68,10166.4,3776.76,2670.07,1038.33,2458.6,0.0,8292.49,26818.52
26,3,Bachelor,IT,Single,0,26722.84,5394.5,2072.5,1787.97,905.91,2784.57,0.0,3799.72,13777.39
27,2,Master,Healthcare,Married,2,28949.77,5416.87,2561.51,1882.21,1162.52,2152.3,4085.69,1212.3,11688.66
55,2,HS,IT,Single,1,40633.37,7311.95,4084.52,2006.83,2526.84,1863.03,3481.82,839.0,19358.38
26,2,HS,Gov,Married,1,20676.9,3583.61,2409.57,1360.55,587.96,545.05,0.0,3537.87,12190.16
54,3,HS,IT,Single,1,34295.87,4790.24,4466.16,1479.47,1881.64,144.5,0.0,3047.57,21533.85
41,2,Master,,Single,1,29851.14,7244.5,5457.97,1799.75,1244.08,2055.49,0.0,4386.36,12049.35
65,2,Bachelor,Retail,Married,2,36463.37,10710.51,4727.07,1375.82,2525.29,2064.47,0.0,5661.21,15060.19
19,1,Bachelor,Gov,Single,2,26832.12,6665.5,3282.32,499.02,200.0,1098.44,0.0,2764.95,15086.83
63,2,Master,Healthcare,Single,2,55681.73,17748.94,5230.06,3895.94,1712.61,2950.34,6422.24,11231.99,17721.59
28,3,PhD,Healthcare,Single,2,40113.37,11314.51,5199.79,2524.7,1818.24,3614.68,4115.27,1998.75,11526.16
19,2,HS,Healthcare,Married,1,28833.85,7902.08,4297.88,1153.59,1304.21,1255.69,1551.45,5398.82,11368.96
52,3,Master,Retail,Single,0,38500.87,5668.05,4249.16,1692.32,1050.87,2069.42,3523.57,4830.72,20247.48
43,1,Bachelor,Retail,Married,0,32031.08,,3244.04,300.0,527.21,2971.38,2670.11,2136.57,17003.11
58,3,HS,Healthcare,Married,1,38514.5,7444.86,4503.88,2319.82,1414.15,5622.17,2641.03,3018.99,14568.58
23,3,HS,Retail,Single,1,16866.44,3436.16,2533.85,1057.52,780.05,181.47,0.0,2253.64,8877.39
21,2,Bachelor,Gov,Married,2,25224.47,3853.3,2009.25,1615.19,200.0,1871.32,0.0,1655.5,15675.42
45,1,Master,IT,Married,0,76580.93,23414.42,10986.34,5317.62,1963.42,1438.58,0.0,15665.21,33460.56
60,2,Bachelor,Healthcare,Married,0,49767.45,15301.19,6069.99,3690.61,1088.53,454.33,0.0,5599.93,23162.8
37,1,Bachelor,IT,Single,2,69729.93,11807.95,5770.77,2037.56,4537.24,3448.69,7276.99,12937.19,34850.73
56,2,HS,Manufacturing,Married,4,32876.55,6692.93,3050.17,1665.56,1535.54,1025.57,0.0,4058.99,18906.78
61,3,HS,Retail,Single,2,31832.78,5271.9,3517.27,2163.08,1174.58,1987.96,0.0,3242.6,17717.99
59,2,Master,Manufacturing,Single,1,51547.02,8833.51,4123.48,1481.23,3034.0,4393.34,0.0,4220.44,29681.46
42,1,Master,IT,Married,3,66887.22,19214.83,9397.41,2936.64,1503.97,2057.74,4672.62,6506.69,27104.01
51,2,Bachelor,Retail,Married,0,34197.0,5644.95,4214.16,2876.88,200.0,2834.91,0.0,5236.95,18426.1
43,2,HS,Finance,Single,2,27533.71,6410.85,1633.14,1158.09,1291.83,1322.72,2844.93,3371.91,12872.14
50,2,HS,Manufacturing,Married,0,36538.11,1742.09,4435.53,2120.68,2172.78,1151.9,3641.46,8883.33,21273.68
45,1,PhD,IT,Single,0,97309.14,31528.5,10236.9,6468.73,1681.51,5932.25,15512.9,6573.56,25948.34
43,3,HS,Gov,Single,0,13487.18,3033.53,1510.64,931.32,200.0,836.23,1462.9,2673.5,5512.55
38,1,HS,Manufacturing,Married,0,34443.77,9372.46,4201.56,2424.08,2585.28,0.0,0.0,6458.17,15860.4
49,2,Bachelor,Retail,Single,1,35032.45,8335.1,3750.37,1342.1,1178.84,1064.69,0.0,4964.81,19361.35
54,2,Master,Manufacturing,Married,1,335119.4,14000.1,5519.67,2157.73,3239.1,1030.07,10757.3,7844.92,298415.44
62,1,HS,Manufacturing,Single,1,47766.69,8225.29,3912.06,3615.18,1683.5,4557.31,7861.05,7561.19,17912.29
47,2,Master,Finance,Single,1,52560.08,8149.57,7657.15,3340.62,2338.34,0.0,5583.32,4229.41,25491.09
22,2,,Manufacturing,Single,0,23718.35,2356.49,2831.78,1460.99,892.22,780.62,0.0,5131.86,15396.26
46,2,Bachelor,Retail,Married,2,42081.01,13875.37,2817.53,2726.97,412.55,2629.8,0.0,5280.8,19618.8
33,3,HS,Healthcare,Single,2,16284.31,4895.59,1960.8,371.96,200.0,2162.56,0.0,2365.34,6693.39
19,2,Master,IT,Married,2,44156.19,13085.47,2127.95,1205.3,200.0,1689.54,0.0,5219.2,25847.92
21,2,Bachelor,Healthcare,Single,2,25375.11,5079.53,1377.27,1576.08,2253.68,1242.64,0.0,2784.98,13845.9
46,3,PhD,Manufacturing,Single,1,41807.96,11031.68,6107.98,2624.68,1761.8,766.88,4038.87,2787.77,15476.07
63,3,Bachelor,Retail,Married,2,39630.95,7111.81,5715.42,1748.36,1796.56,2478.66,1684.47,1911.25,19095.66
42,1,Master,Retail,Married,3,44423.96,12990.6,4221.13,4080.46,636.13,2189.89,0.0,2812.27,20305.75
39,3,Bachelor,Healthcare,Married,2,29915.35,6372.84,3454.31,1774.31,276.14,929.89,1190.76,3316.43,15917.09
22,3,Bachelor,Retail,Married,0,21121.37,4114.84,2349.82,1325.51,385.84,1119.11,2327.93,2801.29,9498.32
50,1,HS,Healthcare,Single,0,36736.14,6094.34,3516.21,1362.47,1597.17,2499.99,3338.17,5702.32,18327.79
20,2,Master,Manufacturing,Single,1,39384.81,8265.25,2954.55,2431.57,597.86,185.12,0.0,3215.9,24950.47
58,1,Bachelor,Manufacturing,Married,1,54748.71,8547.75,3323.55,1873.05,2336.79,6217.61,2752.31,9068.85,29697.66
57,2,Bachelor,Retail,Single,0,34784.05,4427.31,4455.85,1373.36,1430.83,2061.19,3214.01,4360.22,17821.5
65,3,Bachelor,Finance,Single,3,43898.68,8460.94,3995.84,3307.35,1172.31,316.93,0.0,5127.63,26645.31
31,2,Master,IT,Married,2,48436.96,11673.68,2364.82,2678.98,2537.2,1739.56,0.0,6824.03,27442.72
25,2,Bachelor,Retail,Married,1,29531.87,5892.66,2725.16,1249.78,1586.46,542.76,4846.38,3910.37,12688.67
32,1,Bachelor,Manufacturing,Single,0,31083.96,5186.93,2866.57,1715.29,1017.23,2987.4,3681.63,3213.87,13628.9
56,2,Bachelor,Finance,Married,0,46477.93,18900.78,8212.31,3826.91,2265.16,3593.22,5610.35,5866.79,4069.2
28,3,Bachelor,Retail,Single,4,23145.19,4494.13,1976.78,2438.78,1087.92,859.12,2155.79,1665.6,10132.67
60,1,Bachelor,Finance,Married,0,60807.64,18045.28,6542.74,2701.01,542.69,2270.51,8387.75,10953.28,22317.65
25,2,Master,Retail,Single,2,26736.09,2667.7,2894.85,509.17,1425.41,1570.83,529.23,2501.77,17138.89
20,2,Master,Manufacturing,Married,0,33407.55,1766.76,3417.61,1981.58,1764.39,733.19,3724.88,3746.75,20019.15
28,3,Bachelor,Retail,Single,2,14331.26,4413.07,1228.52,627.11,271.92,1227.15,0.0,3060.38,6563.48
54,3,HS,Retail,Single,1,29664.64,7014.92,3133.86,2744.51,1317.88,1627.68,0.0,3309.31,13825.79
46,2,Bachelor,IT,Single,1,44475.01,12201.77,3523.6,2196.3,1473.75,2845.51,8122.42,7080.72,14111.64
35,2,Master,Retail,Married,2,46433.93,11846.43,5667.52,3430.53,344.68,3104.67,0.0,6230.68,22040.11
49,2,Master,Healthcare,Married,0,66126.44,,6650.25,4373.98,2183.7,2184.2,0.0,9701.78,42438.5
49,2,HS,Retail,Single,0,36250.27,8542.8,2813.44,2512.33,1021.57,2818.07,0.0,4553.62,18542.05
44,2,Master,IT,Married,0,51978.34,14845.67,6622.84,2936.56,2205.75,3178.73,0.0,4722.08,22188.78
42,2,HS,Retail,Married,0,22565.42,2593.95,2509.7,2115.84,360.25,1054.61,3431.62,2650.53,10499.45
22,3,Master,Gov,Single,3,22698.51,4421.07,2021.73,897.44,1189.5,829.86,3405.86,2047.67,9933.06
30,1,Master,Retail,Married,0,45966.85,11782.42,6138.14,2483.44,2095.27,1284.07,0.0,6177.97,22183.52
43,1,Bachelor,Gov,Single,2,45441.29,7062.52,4795.96,3689.35,2001.48,2781.29,0.0,7678.12,25110.69
24,3,PhD,Manufacturing,Single,2,31253.23,8775.62,3915.35,1889.62,2441.96,170.72,0.0,4148.54,14059.95
40,1,Bachelor,Retail,Single,0,21900.93,3704.29,1730.37,918.76,833.88,634.55,0.0,4538.83,14079.06
23,3,Bachelor,Healthcare,Married,0,26311.59,2403.97,2499.62,1157.34,665.38,325.78,3402.24,3619.42,15857.25
55,2,Master,Manufacturing,Married,2,37259.07,9047.08,4544.8,1846.13,543.21,3587.9,0.0,5851.9,17689.96
22,3,HS,Healthcare,Married,2,21565.42,,2036.47,1309.12,1234.67,1292.61,404.57,2338.11,9171.65
22,2,HS,Manufacturing,Married,2,21587.85,6580.31,1894.58,1321.0,538.08,1901.92,0.0,4501.39,9351.96
48,3,HS,Gov,Single,2,21313.33,6957.33,2836.57,1341.98,685.13,951.28,0.0,4125.48,8541.05
28,3,Bachelor,Retail,Married,0,30741.89,3869.9,4238.16,3433.66,940.5,214.53,0.0,2217.52,18045.14
34,2,Bachelor,Retail,Married,2,28267.45,6198.32,2931.43,2107.19,739.43,1389.07,3154.84,1920.93,11747.18
33,2,Master,Healthcare,Single,0,47510.42,13783.24,2680.5,4255.43,2078.75,4852.03,0.0,6980.18,19860.47
28,1,Master,Retail,Single,3,43948.0,11424.66,5893.12,2950.46,2072.52,1918.21,0.0,5096.48,19689.05
54,2,Master,Manufacturing,Single,1,43173.73,8650.6,1689.39,2375.76,1340.9,2462.03,276.7,3914.8,26378.34
51,3,Bachelor,Healthcare,Married,0,38738.78,12325.39,4086.63,2311.98,3081.77,2276.12,0.0,6765.46,14656.89
29,2,Master,Manufacturing,Married,0,25592.64,6654.91,3701.13,2218.8,1297.41,1409.72,0.0,3445.25,10310.67
50,3,HS,Healthcare,Single,2,29736.78,8737.81,2383.37,2453.02,1085.93,1670.12,6524.64,1780.53,6881.89
52,2,Bachelor,IT,Single,2,46810.69,6681.9,5651.06,3255.13,1679.77,3151.29,0.0,3894.54,26391.53
43,2,HS,Retail,Married,0,27296.5,5376.76,1667.35,2109.77,861.46,1302.78,1611.02,3283.31,14367.36
45,3,HS,Manufacturing,Single,4,24318.28,4324.45,2167.21,1688.64,552.53,1278.87,0.0,4194.06,14306.58
62,1,HS,Gov,Married,0,38820.65,8404.54,4993.05,2824.57,2469.73,1782.34,0.0,3653.18,18346.41
39,2,HS,Retail,Married,2,29605.11,5902.28,2978.46,1660.02,1782.92,2414.98,2790.63,4237.92,12075.83
36,2,PhD,Healthcare,Married,0,57639.75,17239.31,1507.8,1777.03,3273.35,2397.41,0.0,5166.24,31444.86
43,1,Bachelor,Finance,Single,0,53359.17,9511.54,4682.9,2731.31,1606.21,2012.6,0.0,3225.31,32814.62
58,1,Master,Healthcare,Married,0,92385.79,19003.39,4554.46,5404.92,3105.82,3405.65,11712.8,18455.73,45198.74
52,2,Bachelor,Retail,Married,0,30175.46,8064.54,2849.83,907.08,284.21,555.86,,1252.21,17513.94
21,1,Bachelor,Manufacturing,Single,3,20235.87,2911.05,1622.77,1634.26,292.15,783.04,0.0,3361.02,12992.59
40,3,HS,Healthcare,Married,2,33683.2,7109.7,800.0,1765.59,2715.54,2518.36,0.0,3055.72,18774.0
53,2,PhD,Retail,Single,4,56928.25,13171.17,4414.18,4227.57,2470.84,1210.32,8751.55,5946.82,22682.62
28,1,HS,,Married,0,50092.57,9720.77,3386.13,3877.87,2267.89,2457.81,5650.98,7432.11,22731.12
65,2,Bachelor,Manufacturing,Married,0,54839.19,10458.89,5785.11,3560.36,1929.58,1068.07,7878.15,212.52,24159.04
56,1,PhD,Retail,Married,0,79048.74,18800.58,6091.99,5108.61,3578.07,5024.68,10472.9,14075.76,29971.9
58,3,Master,Manufacturing,Married,2,37585.15,6296.62,4062.13,3020.8,771.41,2132.0,0.0,5125.24,21302.18
21,2,Master,Retail,Married,0,27587.09,6480.65,3266.9,1431.04,1421.65,1839.94,3460.54,2398.7,9686.37
45,1,HS,Healthcare,Married,1,45769.26,8773.98,6617.75,2284.71,1728.02,2202.3,5051.97,6166.64,19110.52
43,2,Bachelor,Manufacturing,Married,0,28300.01,6644.87,3009.1,1467.72,1777.8,690.62,4688.64,3415.76,10021.26
48,2,HS,Gov,Married,1,27192.13,7122.68,3129.26,2313.3,904.97,1970.26,0.0,3948.3,11751.66
